id,tag
595,"CD"
596,"WRB"
597,"NNP"
598,"NNP"
599,"NNP"
600,"VBD"
601,"PRP"
602,"IN"
603,"DT"
604,"$"
605,"CD"
606,"CD"
607,"NN"
608,"IN"
609,"NNPS"
610,"NNP"
611,"."
612,"IN"
613,"DT"
614,"NN"
615,","
616,"DT"
617,"NN"
618,"VBN"
619,"IN"
620,"NNS"
621,"VBZ"
622,":"
623,"WP"
624,"VBZ"
625,"NNP"
626,"NN"
627,"NN"
628,"."
629,"DT"
630,"JJ"
631,"NN"
632,","
633,"IN"
634,"DT"
635,"JJ"
636,"NN"
637,","
638,"VBZ"
639,"IN"
640,"NN"
641,"NNS"
642,"VBP"
643,"DT"
644,"NN"
645,"VBZ"
646,"JJ"
647,"RB"
648,"IN"
649,"$"
650,"CD"
651,"CC"
652,"$"
653,"CD"
654,"DT"
655,"NN"
656,"."
657,"DT"
658,"VBZ"
659,"VBN"
660,"IN"
661,"DT"
662,"NN"
663,"IN"
664,"RB"
665,"IN"
666,"CD"
667,"TO"
668,"CD"
669,"NNS"
670,"NNP"
671,"NNS"
672,","
673,"WDT"
674,"VBP"
675,"VBN"
676,"TO"
677,"VB"
678,"RP"
679,"RB"
680,"IN"
681,"$"
682,"CD"
683,"DT"
684,"NN"
685,"DT"
686,"NN"
687,"."
688,"NN"
689,"NNS"
690,"RB"
691,"VBP"
692,"IN"
693,"DT"
694,"NN"
695,"IN"
696,"IN"
697,"NN"
698,"TO"
699,"DT"
700,"NN"
701,"NN"
702,"POS"
703,"NNS"
704,"NN"
705,":"
706,"WDT"
707,"VBZ"
708,"RB"
709,"IN"
710,"CD"
711,"NNS"
712,"NNS"
713,"."
714,"DT"
715,"VBZ"
716,"IN"
717,"NN"
718,"NNS"
719,","
720,"IN"
721,"DT"
722,"IN"
723,"NN"
724,"NNS"
725,","
726,"VBP"
727,"VBN"
728,"JJ"
729,"TO"
730,"DT"
731,"JJ"
732,"NNS"
733,"IN"
734,"DT"
735,"NN"
736,"."
737,"DT"
738,"NN"
739,"VBZ"
740,"RP"
741,"IN"
742,"NN"
743,"NNS"
744,"POS"
745,"NNS"
746,"IN"
747,","
748,"IN"
749,"DT"
750,"JJ"
751,"NN"
752,"IN"
753,"DT"
754,"NN"
755,","
756,"NNP"
757,"VBZ"
758,"RB"
759,"VBN"
760,"TO"
761,"DT"
762,"NN"
763,"IN"
764,"WDT"
765,"PRP"
766,"MD"
767,"VB"
768,"NN"
769,"IN"
770,"NNS"
771,"RB"
772,"IN"
773,"DT"
774,"NN"
775,"IN"
776,"NNS"
777,"."
778,"CC"
779,"NN"
780,"VBG"
781,"DT"
782,"NN"
783,"RB"
784,"VBZ"
785,"VBG"
786,"IN"
787,"DT"
788,"JJ"
789,"NN"
790,"JJ"
791,"IN"
792,"DT"
793,"NN"
794,"CC"
795,"NN"
796,","
797,"CC"
798,"MD"
799,"VB"
800,"RB"
801,"VBG"
802,"DT"
803,"NN"
804,"IN"
805,"DT"
806,"NN"
807,"IN"
808,"JJ"
809,"DT"
810,"NN"
811,"."
812,"CD"
813,"NN"
814,","
815,"WP"
816,"VBD"
817,"RB"
818,"TO"
819,"VB"
820,"VBN"
821,","
822,"VBD"
823,"PRP"
824,"VBZ"
825,"IN"
826,"DT"
827,"NNP"
828,"NNS"
829,"CC"
830,"NN"
831,"MD"
832,"VB"
833,"RB"
834,"DT"
835,"NN"
836,"``"
837,"IN"
838,"DT"
839,"$"
840,"CD"
841,"NN"
842,","
843,"''"
844,"CC"
845,"IN"
846,"PRP"
847,"MD"
848,"VB"
849,"CD"
850,"TO"
851,"CD"
852,"NNS"
853,"TO"
854,"VB"
855,"."
856,"IN"
857,"DT"
858,"NN"
859,","
860,"CC"
861,"VBN"
862,"DT"
863,"NN"
864,","
865,"PRP"
866,"VBZ"
867,"NNP"
868,"NN"
869,"MD"
870,"VB"
871,"RBR"
872,"TO"
873,"JJ"
874,"NNS"
875,"VBP"
876,"IN"
877,"NNP"
878,"POS"
879,"NN"
880,","
881,"VBG"
882,"VBN"
883,"DT"
884,"NN"
885,"IN"
886,"$"
887,"CD"
888,"DT"
889,"NN"
890,","
891,"MD"
892,"VB"
893,"RP"
894,"IN"
895,"DT"
896,"JJ"
897,"NN"
898,"RB"
899,"JJR"
900,"TO"
901,"DT"
902,"NN"
903,"NN"
904,":"
905,"RB"
906,"IN"
907,"PRP"
908,"VBZ"
909,"IN"
910,"DT"
911,"NN"
912,"VBZ"
913,"RB"
914,"TO"
915,"VBG"
916,"DT"
917,"NN"
918,"IN"
919,"DT"
920,"NN"
921,"CC"
922,"VBZ"
923,"NNS"
924,"VB"
925,"TO"
926,"JJ"
927,"."
928,"IN"
929,"DT"
930,"NN"
931,","
932,"DT"
933,"NN"
934,"IN"
935,"DT"
936,"NN"
937,"MD"
938,"VB"
939,"RB"
940,"RB"
941,"RB"
942,"IN"
943,"CD"
944,"TO"
945,"CD"
946,"NNS"
947,","
948,"RB"
949,"IN"
950,"DT"
951,"JJ"
952,"NN"
953,"MD"
954,"VB"
955,"JJR"
956,"."
957,"NN"
958,"NNS"
959,"VBG"
960,"NNP"
961,"VBP"
962,"IN"
963,"DT"
964,"JJS"
965,"NN"
966,"IN"
967,"DT"
968,"JJ"
969,"NN"
970,"VBZ"
971,"IN"
972,"DT"
973,"NNS"
974,"VBP"
975,"VBN"
976,"VBG"
977,"DT"
978,"NN"
979,"IN"
980,"JJR"
981,"IN"
982,"CD"
983,"NNS"
984,","
985,"CC"
986,"VBP"
987,"RB"
988,"JJ"
989,"TO"
990,"VB"
991,","
992,"VBG"
993,"VBN"
994,"RB"
995,"RB"
996,"TO"
997,"NN"
998,"."
999,"DT"
1000,"NNS"
1001,"VBP"
1002,"DT"
1003,"JJ"
1004,"NN"
1005,"NN"
1006,"IN"
1007,"PRP$"
1008,"NN"
1009,"TO"
1010,"VB"
1011,"PRP$"
1012,"JJ"
1013,"NN"
1014,"IN"
1015,"$"
1016,"CD"
1017,"CD"
1018,","
1019,"CC"
1020,"TO"
1021,"VB"
1022,"$"
1023,"CD"
1024,"CD"
1025,"IN"
1026,"PRP$"
1027,"NN"
1028,"NNS"
1029,"."
1030,"IN"
1031,"NNP"
1032,","
1033,"PRP"
1034,"RB"
1035,"VBD"
1036,"DT"
1037,"NNP"
1038,"NN"
1039,"NNS"
1040,"TO"
1041,"VB"
1042,"PRP"
1043,"."
1044,"RB"
1045,","
1046,"NN"
1047,"NNS"
1048,"VBP"
1049,"IN"
1050,"NNS"
1051,"VBP"
1052,"RB"
1053,"JJ"
1054,"TO"
1055,"VB"
1056,"DT"
1057,"RB"
1058,"$"
1059,"CD"
1060,"CD"
1061,"DT"
1062,"MD"
1063,"VB"
1064,"JJ"
1065,"IN"
1066,"DT"
1067,"NN"
1068,"RB"
1069,"IN"
1070,"DT"
1071,"JJR"
1072,"NN"
1073,"IN"
1074,"NN"
1075,"VBG"
1076,"RP"
1077,"DT"
1078,"JJ"
1079,"NN"
1080,"IN"
1081,"NN"
1082,":"
1083,"RB"
1084,"RB"
1085,"JJR"
1086,"IN"
1087,"DT"
1088,"CD"
1089,"NN"
1090,"IN"
1091,"NN"
1092,"VBD"
1093,"RP"
1094,"IN"
1095,"NNS"
1096,"IN"
1097,"DT"
1098,"JJ"
1099,"NN"
1100,"IN"
1101,"NNP"
1102,"NNPS"
1103,"NN"
1104,"NNP"
1105,"NNP"
1106,"IN"
1107,"NNP"
1108,"."
1109,"NNS"
1110,"VBP"
1111,"TO"
1112,"VB"
1113,"NN"
1114,"VBG"
1115,"RP"
1116,"JJ"
1117,"NN"
1118,"IN"
1119,"NN"
1120,","
1121,"DT"
1122,"VBZ"
1123,","
1124,"JJ"
1125,"TO"
1126,"DT"
1127,"NN"
1128,"NN"
1129,"IN"
1130,"DT"
1131,"NN"
1132,"."
1133,"DT"
1134,"NN"
1135,","
1136,"PRP"
1137,"VBP"
1138,","
1139,"NN"
1140,"RB"
1141,"VBZ"
1142,"DT"
1143,"RB"
1144,"JJR"
1145,"NN"
1146,"TO"
1147,"VB"
1148,"JJ"
1149,"DT"
1150,"NN"
1151,"VBZ"
1152,"VBG"
1153,"TO"
1154,"VB"
1155,","
1156,"IN"
1157,"PRP"
1158,"MD"
1159,"VB"
1160,"VBG"
1161,"PRP$"
1162,"NN"
1163,"IN"
1164,"DT"
1165,"NNS"
1166,"VBD"
1167,"PRP"
1168,"."
1169,"NNS"
1170,"RB"
1171,"VBP"
1172,"TO"
1173,"VB"
1174,"JJ"
1175,"TO"
1176,"VB"
1177,"NN"
1178,"IN"
1179,"DT"
1180,"NN"
1181,"TO"
1182,"VB"
1183,"DT"
1184,"NN"
1185,"IN"
1186,"DT"
1187,"NN"
1188,"WDT"
1189,"VBZ"
1190,"JJ"
1191,":"
1192,"RB"
1193,"NN"
1194,"JJ"
1195,"IN"
1196,"DT"
1197,"NN"
1198,"NN"
1199,"."
1200,"DT"
1201,"VBZ"
1202,"DT"
1203,"NNS"
1204,"RB"
1205,"IN"
1206,"NN"
1207,"IN"
1208,"NN"
1209,"VBG"
1210,"IN"
1211,"$"
1212,"CD"
1213,"CD"
1214,":"
1215,"RB"
1216,"JJR"
1217,"IN"
1218,"DT"
1219,"PRP"
1220,"CC"
1221,"DT"
1222,"NN"
1223,"NNS"
1224,"MD"
1225,"VB"
1226,"PRP$"
1227,"NNS"
1228,"IN"
1229,"IN"
1230,"NN"
1231,"NNS"
1232,"RB"
1233,"."
1234,"CD"
1235,"NN"
1236,"TO"
1237,"DT"
1238,"NNS"
1239,"POS"
1240,"VBG"
1241,"JJ"
1242,"DT"
1243,"JJ"
1244,"NN"
1245,"IN"
1246,"NN"
1247,"VBZ"
1248,"PRP$"
1249,"NN"
1250,"IN"
1251,"NN"
1252,"NN"
1253,"."
1254,"NNS"
1255,"JJ"
1256,"IN"
1257,"NNP"
1258,"NNP"
1259,"IN"
1260,"NNP"
1261,"NNP"
1262,"WP"
1263,"VBP"
1264,"VBN"
1265,"NN"
1266,"NN"
1267,"DT"
1268,"NN"
1269,"VBP"
1270,"VBN"
1271,"PRP"
1272,","
1273,"RB"
1274,"DT"
1275,"NNS"
1276,","
1277,"MD"
1278,"VB"
1279,"NN"
1280,"."
1281,"CD"
1282,"NN"
1283,"IN"
1284,"IN"
1285,"DT"
1286,"NN"
1287,"MD"
1288,"VB"
1289,"DT"
1290,"JJ"
1291,"NN"
1292,"IN"
1293,"WDT"
1294,"DT"
1295,"NNS"
1296,"MD"
1297,"VB"
1298,"RP"
1299,"VBG"
1300,"DT"
1301,"NN"
1302,"IN"
1303,"PRP$"
1304,"NNS"
1305,"IN"
1306,"JJ"
1307,"NNS"
1308,"."
1309,"DT"
1310,"NNS"
1311,"MD"
1312,"VB"
1313,"IN"
1314,"DT"
1315,"NN"
1316,"IN"
1317,"PRP$"
1318,"NNS"
1319,","
1320,"VBG"
1321,"DT"
1322,"NNS"
1323,"TO"
1324,"VB"
1325,"RB"
1326,"NN"
1327,"IN"
1328,"DT"
1329,"NN"
1330,"CC"
1331,"VB"
1332,"PRP"
1333,"DT"
1334,"NN"
1335,"NN"
1336,"PRP"
1337,"VBP"
1338,"VBN"
1339,"VBG"
1340,"."
1341,"CC"
1342,"PRP"
1343,"VBZ"
1344,"RB"
1345,"JJ"
1346,"IN"
1347,"NNS"
1348,"MD"
1349,"VB"
1350,"JJ"
1351,"NN"
1352,"TO"
1353,"VB"
1354,"DT"
1355,"JJ"
1356,"JJ"
1357,"NN"
1358,"TO"
1359,"NNS"
1360,"."
1361,"DT"
1362,"NN"
1363,"IN"
1364,"DT"
1365,"JJ"
1366,"NN"
1367,"RB"
1368,"MD"
1369,"RB"
1370,"VB"
1371,"DT"
1372,"NNS"
1373,"JJ"
1374,"."
1375,"IN"
1376,"VBG"
1377,"DT"
1378,"NNP"
1379,"NN"
1380,"IN"
1381,"DT"
1382,"JJ"
1383,"NNS"
1384,"IN"
1385,"DT"
1386,"NN"
1387,","
1388,"VBG"
1389,"IN"
1390,"CD"
1391,"IN"
1392,"$"
1393,"CD"
1394,"DT"
1395,"NN"
1396,"IN"
1397,"NNP"
1398,"NNP"
1399,","
1400,"DT"
1401,"NN"
1402,"NN"
1403,"IN"
1404,"NNP"
1405,"NNP"
1406,"VBD"
1407,"RP"
1408,"IN"
1409,"DT"
1410,"JJ"
1411,"NN"
1412,"IN"
1413,"JJ"
1414,"NNS"
1415,"IN"
1416,"DT"
1417,"NN"
1418,","
1419,"VBG"
1420,"IN"
1421,"NN"
1422,"NNS"
1423,"CC"
1424,"NNS"
1425,"."
1426,"VBG"
1427,"DT"
1428,"DT"
1429,"NNP"
1430,"NN"
1431,"IN"
1432,"DT"
1433,"NN"
1434,","
1435,"NNP"
1436,"NNP"
1437,"IN"
1438,"NNP"
1439,"CD"
1440,"VBD"
1441,"IN"
1442,"NNP"
1443,"VBD"
1444,"JJ"
1445,"$"
1446,"CD"
1447,"TO"
1448,"$"
1449,"CD"
1450,"DT"
1451,"NN"
1452,"VBN"
1453,"IN"
1454,"NNP"
1455,"POS"
1456,"NNS"
1457,"IN"
1458,"DT"
1459,"CD"
1460,"NNS"
1461,"VBG"
1462,"JJ"
1463,"NNP"
1464,"CD"
1465,","
1466,"CC"
1467,"RB"
1468,"$"
1469,"CD"
1470,"TO"
1471,"$"
1472,"CD"
1473,"VBN"
1474,"IN"
1475,"DT"
1476,"NN"
1477,"NN"
1478,"IN"
1479,"NNS"
1480,"IN"
1481,"CD"
1482,"."
1483,"RB"
1484,"NNP"
1485,"POS"
1486,"NNS"
1487,"VBD"
1488,"VBN"
1489,"JJR"
1490,"IN"
1491,"NN"
1492,"VBD"
1493,"DT"
1494,"CD"
1495,"NN"
1496,"."
1497,"VBG"
1498,"NNS"
1499,"IN"
1500,"DT"
1501,"NN"
1502,"POS"
1503,"JJ"
1504,"NNS"
1505,"IN"
1506,"DT"
1507,"NN"
1508,"IN"
1509,"NNS"
1510,","
1511,"RB"
1512,"NNP"
1513,"VBD"
1514,"NNP"
1515,"POS"
1516,"NN"
1517,"IN"
1518,"$"
1519,"CD"
1520,"TO"
1521,"$"
1522,"CD"
1523,"DT"
1524,"NN"
1525,"IN"
1526,"PRP$"
1527,"JJ"
1528,"NN"
1529,"NNS"
1530,"VBP"
1531,"TO"
1532,"NNP"
1533,"NNP"
1534,"NNS"
1535,":"
1536,"$"
1537,"CD"
1538,"TO"
1539,"$"
1540,"CD"
1541,"IN"
1542,"DT"
1543,"NN"
1544,"VBZ"
1545,"DT"
1546,"NN"
1547,"IN"
1548,"NNS"
1549,"JJ"
1550,"TO"
1551,"CD"
1552,"IN"
1553,"NNP"
1554,":"
1555,"$"
1556,"CD"
1557,"TO"
1558,"$"
1559,"CD"
1560,"IN"
1561,"DT"
1562,"JJ"
1563,"NN"
1564,"NN"
1565,","
1566,"CC"
1567,"$"
1568,"CD"
1569,"TO"
1570,"$"
1571,"CD"
1572,"IN"
1573,"DT"
1574,"NN"
1575,"NN"
1576,"VBN"
1577,"IN"
1578,"DT"
1579,"NN"
1580,"VBG"
1581,"DT"
1582,"NN"
1583,"."
1584,"CC"
1585,"VBG"
1586,"NN"
1587,"NN"
1588,"VBG"
1589,"DT"
1590,"NN"
1591,"IN"
1592,"DT"
1593,"NNP"
1594,"NNS"
1595,","
1596,"NNP"
1597,"NNP"
1598,"VBD"
1599,"DT"
1600,"NN"
1601,"VBZ"
1602,"JJ"
1603,"$"
1604,"CD"
1605,"TO"
1606,"$"
1607,"CD"
1608,"DT"
1609,"NN"
1610,"."
1611,"RB"
1612,","
1613,"PDT"
1614,"DT"
1615,"NNS"
1616,"VBD"
1617,"IN"
1618,"NN"
1619,"NN"
1620,"NNS"
1621,"VBN"
1622,"IN"
1623,"DT"
1624,"JJ"
1625,"NN"
1626,"."
1627,"NNP"
1628,"NNPS"
1629,"NN"
1630,"NNP"
1631,"CC"
1632,"NNP"
1633,"NNP"
1634,","
1635,"DT"
1636,"JJ"
1637,"TO"
1638,"NN"
1639,"NNS"
1640,"PRP"
1641,","
1642,"VBP"
1643,"DT"
1644,"VBN"
1645,"IN"
1646,"VBG"
1647,"NNS"
1648,"."
1649,"DT"
1650,"NNS"
1651,"VBP"
1652,"RB"
1653,"VB"
1654,"DT"
1655,"JJ"
1656,"NN"
1657,"IN"
1658,"DT"
1659,"NN"
1660,"IN"
1661,"DT"
1662,"NNS"
1663,"."
1664,"DT"
1665,"NN"
1666,"VBZ"
1667,","
1668,"IN"
1669,"CD"
1670,"NN"
1671,"NN"
1672,"VBZ"
1673,"PRP"
1674,","
1675,"``"
1676,"RB"
1677,"JJ"
1678,"VBG"
1679,"NNS"
1680,"."
1681,"PRP"
1682,"VBP"
1683,"RB"
1684,"VB"
1685,"NN"
1686,"WP"
1687,"VBZ"
1688,"JJ"
1689,"VBG"
1690,"PRP$"
1691,"NN"
1692,"VBN"
1693,"IN"
1694,"DT"
1695,"NN"
1696,"IN"
1697,"DT"
1698,"VBG"
1699,"NNS"
1700,"VBP"
1701,"VBG"
1702,"."
1703,"''"
1704,"IN"
1705,"NN"
1706,"TO"
1707,"DT"
1708,"NN"
1709,"IN"
1710,"DT"
1711,"NN"
1712,"NN"
1713,"NN"
1714,","
1715,"DT"
1716,"JJ"
1717,"VBG"
1718,"NNS"
1719,"VBP"
1720,":"
1721,"DT"
1722,"NNS"
1723,"PRP"
1724,","
1725,"WP"
1726,"MD"
1727,"VB"
1728,"JJ"
1729,"NNS"
1730,"IN"
1731,"VBG"
1732,"TO"
1733,"VB"
1734,":"
1735,"DT"
1736,"NNS"
1737,"NN"
1738,","
1739,"DT"
1740,"NNS"
1741,"POS"
1742,"JJ"
1743,"NNS"
1744,"WP"
1745,"VBD"
1746,"VB"
1747,"DT"
1748,"NNS"
1749,"POS"
1750,"NN"
1751,":"
1752,"CC"
1753,"NNS"
1754,"IN"
1755,"NNP"
1756,","
1757,"WP$"
1758,"NN"
1759,"TO"
1760,"JJ"
1761,"NN"
1762,"NN"
1763,"VBD"
1764,"VB"
1765,"DT"
1766,"NN"
1767,"IN"
1768,"NN"
1769,"."
1770,"IN"
1771,"DT"
1772,"NN"
1773,","
1774,"DT"
1775,"NNS"
1776,"VBP"
1777,"VBG"
1778,"."
1779,"NNP"
1780,"NNP"
1781,"NNS"
1782,"CC"
1783,"NNS"
1784,"VBP"
1785,"IN"
1786,"NN"
1787,"NN"
1788,"NNS"
1789,"VBP"
1790,"NNP"
1791,"NN"
1792,"CC"
1793,"NNS"
1794,"JJ"
1795,"TO"
1796,"RB"
1797,"JJ"
1798,"IN"
1799,"CD"
1800,"CD"
1801,"NNS"
1802,","
1803,"CC"
1804,"IN"
1805,"CD"
1806,"NN"
1807,"IN"
1808,"DT"
1809,"NN"
1810,"JJ"
1811,"."
1812,"NNP"
1813,"NNP"
1814,","
1815,"DT"
1816,"NN"
1817,"IN"
1818,"NNP"
1819,"NNP"
1820,"NNP"
1821,"IN"
1822,"NNP"
1823,"NNP"
1824,","
1825,"VBZ"
1826,"IN"
1827,"DT"
1828,"NNS"
1829,"VBD"
1830,"DT"
1831,"NN"
1832,"IN"
1833,"IN"
1834,"$"
1835,"CD"
1836,"DT"
1837,"NN"
1838,"IN"
1839,"PRP$"
1840,"NNP"
1841,"NNS"
1842,"."
1843,"DT"
